-0.318,-0.325,0,4,0
-0.318,-0.325,12,5,0
-0.318,-0.325,24,6,0
-0.318,-0.325,36,6,0
-0.318,-0.325,48,5,0
-0.318,-0.325,60,4,0
-0.318,-0.325,72,6,0
-0.318,-0.325,84,7,0
-0.318,-0.325,96,7,0
-0.318,-0.325,108,6,0
-0.318,-0.325,120,7,0
-0.318,-0.325,132,8,0
-0.318,-0.325,144,6,0
-0.318,-0.325,156,6,0
-0.318,-0.325,168,6,0
-0.318,-0.325,180,4,0
-0.318,-0.325,192,4,0
-0.318,-0.325,204,4,0
-0.318,-0.325,216,4,0
-0.318,-0.325,228,5,0
-0.318,-0.325,240,6,0
-0.318,-0.325,252,6,0
-0.318,-0.325,264,6,2
-0.318,-0.325,276,7,3
-0.318,-0.325,288,8,0
-0.318,-0.325,300,7,0
-0.318,-0.325,312,6,0
-0.318,-0.325,324,7,0
-0.318,-0.325,336,8,0
-0.318,-0.325,348,5,0
-0.318,-0.275,0,4,0
-0.318,-0.275,12,5,0
-0.318,-0.275,24,6,0
-0.318,-0.275,36,6,0
-0.318,-0.275,48,5,0
-0.318,-0.275,60,4,0
-0.318,-0.275,72,6,0
-0.318,-0.275,84,7,0
-0.318,-0.275,96,7,0
-0.318,-0.275,108,6,0
-0.318,-0.275,120,7,0
-0.318,-0.275,132,8,0
-0.318,-0.275,144,6,0
-0.318,-0.275,156,6,0
-0.318,-0.275,168,6,0
-0.318,-0.275,180,4,0
-0.318,-0.275,192,4,0
-0.318,-0.275,204,4,0
-0.318,-0.275,216,4,0
-0.318,-0.275,228,5,0
-0.318,-0.275,240,6,0
-0.318,-0.275,252,6,0
-0.318,-0.275,264,6,2
-0.318,-0.275,276,7,3
-0.318,-0.275,288,8,0
-0.318,-0.275,300,7,0
-0.318,-0.275,312,6,0
-0.318,-0.275,324,7,0
-0.318,-0.275,336,8,0
-0.318,-0.275,348,5,0
-0.318,-0.225,0,4,0
-0.318,-0.225,12,5,0
-0.318,-0.225,24,6,0
-0.318,-0.225,36,6,0
-0.318,-0.225,48,5,0
-0.318,-0.225,60,4,0
-0.318,-0.225,72,6,0
-0.318,-0.225,84,7,0
-0.318,-0.225,96,7,0
-0.318,-0.225,108,6,0
-0.318,-0.225,120,7,0
-0.318,-0.225,132,8,0
-0.318,-0.225,144,6,0
-0.318,-0.225,156,6,0
-0.318,-0.225,168,6,0
-0.318,-0.225,180,4,0
-0.318,-0.225,192,4,0
-0.318,-0.225,204,4,0
-0.318,-0.225,216,4,0
-0.318,-0.225,228,5,0
-0.318,-0.225,240,6,0
-0.318,-0.225,252,6,0
-0.318,-0.225,264,6,2
-0.318,-0.225,276,7,3
-0.318,-0.225,288,8,0
-0.318,-0.225,300,7,0
-0.318,-0.225,312,6,0
-0.318,-0.225,324,7,0
-0.318,-0.225,336,8,0
-0.318,-0.225,348,5,0
-0.318,-0.175,0,5,0
-0.318,-0.175,12,5,0
-0.318,-0.175,24,6,0
-0.318,-0.175,36,6,0
-0.318,-0.175,48,5,0
-0.318,-0.175,60,4,0
-0.318,-0.175,72,6,0
-0.318,-0.175,84,7,0
-0.318,-0.175,96,7,0
-0.318,-0.175,108,6,0
-0.318,-0.175,120,7,0
-0.318,-0.175,132,8,0
-0.318,-0.175,144,6,0
-0.318,-0.175,156,6,0
-0.318,-0.175,168,6,0
-0.318,-0.175,180,4,0
-0.318,-0.175,192,4,0
-0.318,-0.175,204,4,0
-0.318,-0.175,216,4,0
-0.318,-0.175,228,5,0
-0.318,-0.175,240,6,0
-0.318,-0.175,252,6,0
-0.318,-0.175,264,6,2
-0.318,-0.175,276,7,3
-0.318,-0.175,288,8,0
-0.318,-0.175,300,7,0
-0.318,-0.175,312,6,0
-0.318,-0.175,324,7,0
-0.318,-0.175,336,8,0
-0.318,-0.175,348,5,0
-0.318,-0.125,0,5,0
-0.318,-0.125,12,5,0
-0.318,-0.125,24,6,0
-0.318,-0.125,36,6,0
-0.318,-0.125,48,5,0
-0.318,-0.125,60,4,0
-0.318,-0.125,72,6,0
-0.318,-0.125,84,7,0
-0.318,-0.125,96,7,0
-0.318,-0.125,108,6,0
-0.318,-0.125,120,7,0
-0.318,-0.125,132,8,0
-0.318,-0.125,144,6,0
-0.318,-0.125,156,6,0
-0.318,-0.125,168,6,0
-0.318,-0.125,180,4,0
