-0.3,-0.325,4,2
-0.3,-0.3,4,2
-0.3,-0.275,4,2
-0.3,-0.25,4,2
-0.3,-0.225,8,3
-0.3,-0.2,8,4
-0.3,-0.175,8,4
-0.3,-0.15,8,4
-0.3,-0.125,8,4
-0.3,-0.1,8,4
-0.3,-0.075,8,4
-0.3,-0.05,8,0
-0.3,-0.025,8,0
-0.3,-6.93889e-18,8,0
-0.3,0.025,8,0
-0.3,0.05,8,0
-0.3,0.075,8,4
-0.3,0.1,8,4
-0.3,0.125,8,4
-0.3,0.15,8,4
-0.3,0.175,8,4
-0.275,-0.325,4,2
-0.275,-0.3,4,2
-0.275,-0.275,4,2
-0.275,-0.25,4,2
-0.275,-0.225,8,4
-0.275,-0.2,8,4
-0.275,-0.175,8,4
-0.275,-0.15,8,4
-0.275,-0.125,8,4
-0.275,-0.1,8,4
-0.275,-0.075,8,4
-0.275,-0.05,8,0
-0.275,-0.025,8,0
-0.275,-6.93889e-18,8,0
-0.275,0.025,8,0
-0.275,0.05,8,0
-0.275,0.075,8,4
-0.275,0.1,8,4
-0.275,0.125,8,4
-0.275,0.15,8,4
-0.275,0.175,8,4
-0.25,-0.325,4,2
-0.25,-0.3,4,2
-0.25,-0.275,4,2
-0.25,-0.25,4,2
-0.25,-0.225,8,4
-0.25,-0.2,8,4
-0.25,-0.175,8,4
-0.25,-0.15,8,4
-0.25,-0.125,8,4
-0.25,-0.1,8,4
-0.25,-0.075,8,4
-0.25,-0.05,8,0
-0.25,-0.025,8,0
-0.25,-6.93889e-18,8,0
-0.25,0.025,8,0
-0.25,0.05,8,0
-0.25,0.075,8,4
-0.25,0.1,8,4
-0.25,0.125,8,4
-0.25,0.15,8,4
-0.25,0.175,8,4
-0.225,-0.325,4,2
-0.225,-0.3,4,2
-0.225,-0.275,4,2
-0.225,-0.25,4,2
-0.225,-0.225,8,4
-0.225,-0.2,8,4
-0.225,-0.175,8,4
-0.225,-0.15,8,4
-0.225,-0.125,8,4
-0.225,-0.1,8,4
-0.225,-0.075,8,4
-0.225,-0.05,8,0
-0.225,-0.025,8,0
-0.225,-6.93889e-18,8,0
-0.225,0.025,8,0
-0.225,0.05,8,0
-0.225,0.075,8,4
-0.225,0.1,8,4
-0.225,0.125,8,4
-0.225,0.15,8,4
-0.225,0.175,8,4
-0.2,-0.325,4,2
-0.2,-0.3,4,2
-0.2,-0.275,4,2
-0.2,-0.25,4,2
-0.2,-0.225,8,3
-0.2,-0.2,8,4
-0.2,-0.175,8,4
-0.2,-0.15,8,4
-0.2,-0.125,8,4
-0.2,-0.1,8,4
-0.2,-0.075,8,4
-0.2,-0.05,8,0
-0.2,-0.025,8,0
-0.2,-6.93889e-18,8,0
-0.2,0.025,8,0
-0.2,0.05,8,0
-0.2,0.075,8,4
-0.2,0.1,8,4
-0.2,0.125,8,4
-0.2,0.15,8,4
-0.2,0.175,8,4
-0.175,-0.325,4,2
-0.175,-0.3,4,2
-0.175,-0.275,4,2
-0.175,-0.25,4,2
-0.175,-0.225,8,2
-0.175,-0.2,8,4
-0.175,-0.175,8,4
-0.175,-0.15,8,4
-0.175,-0.125,8,4
-0.175,-0.1,8,4
-0.175,-0.075,8,4
-0.175,-0.05,8,0
-0.175,-0.025,8,0
-0.175,-6.93889e-18,8,0
-0.175,0.025,8,0
-0.175,0.05,8,0
-0.175,0.075,8,4
-0.175,0.1,8,4
-0.175,0.125,8,4
-0.175,0.15,8,4
-0.175,0.175,8,4
-0.15,-0.325,4,2
-0.15,-0.3,4,2
-0.15,-0.275,4,2
-0.15,-0.25,4,2
-0.15,-0.225,4,2
-0.15,-0.2,8,4
-0.15,-0.175,8,4
-0.15,-0.15,8,4
-0.15,-0.125,8,4
-0.15,-0.1,8,4
-0.15,-0.075,8,4
