-0.2,-0.2,4,0
-0.2,-0.175,5,0
-0.2,-0.15,5,0
-0.2,-0.125,5,0
-0.2,-0.1,4,0
-0.2,-0.075,5,0
-0.2,-0.05,4,0
-0.2,-0.025,4,0
-0.2,-6.93889e-18,4,0
-0.2,0.025,4,0
-0.2,0.05,6,1
-0.2,0.075,6,1
-0.2,0.1,7,0
-0.2,0.125,0,0
-0.2,0.15,0,0
-0.2,0.175,0,0
-0.175,-0.325,5,0
-0.175,-0.3,5,0
-0.175,-0.275,4,0
-0.175,-0.25,4,0
-0.175,-0.225,4,0
-0.175,-0.2,4,0
-0.175,-0.175,4,0
-0.175,-0.15,6,0
-0.175,-0.125,4,0
-0.175,-0.1,4,0
-0.175,-0.075,4,0
-0.175,-0.05,4,0
-0.175,-0.025,6,0
-0.175,-6.93889e-18,6,0
-0.175,0.025,5,0
-0.175,0.05,5,0
-0.175,0.075,6,1
-0.175,0.1,6,0
-0.175,0.125,4,0
-0.175,0.15,0,0
-0.175,0.175,0,0
-0.15,-0.325,4,0
-0.15,-0.3,4,0
-0.15,-0.275,4,0
-0.15,-0.25,5,1
-0.15,-0.225,4,0
-0.15,-0.2,4,0
-0.15,-0.175,6,0
-0.15,-0.15,6,0
-0.15,-0.125,5,0
-0.15,-0.1,4,0
-0.15,-0.075,5,0
-0.15,-0.05,5,0
-0.15,-0.025,4,0
-0.15,-6.93889e-18,4,0
-0.15,0.025,4,0
-0.15,0.05,5,1
-0.15,0.075,6,1
-0.15,0.1,4,0
-0.15,0.125,4,0
-0.15,0.15,5,0
-0.15,0.175,5,0
-0.125,-0.325,4,0
-0.125,-0.3,5,0
-0.125,-0.275,4,0
-0.125,-0.25,5,1
-0.125,-0.225,4,0
-0.125,-0.2,5,0
-0.125,-0.175,5,0
-0.125,-0.15,4,0
-0.125,-0.125,5,0
-0.125,-0.1,6,1
-0.125,-0.075,5,0
-0.125,-0.05,4,0
-0.125,-0.025,5,1
-0.125,-6.93889e-18,5,1
-0.125,0.025,5,1
-0.125,0.05,5,0
-0.125,0.075,6,1
-0.125,0.1,5,1
-0.125,0.125,6,0
-0.125,0.15,6,0
-0.125,0.175,5,0
-0.1,-0.325,4,0
-0.1,-0.3,6,1
-0.1,-0.275,5,1
-0.1,-0.25,5,1
-0.1,-0.225,5,1
-0.1,-0.2,4,0
-0.1,-0.175,4,0
-0.1,-0.15,5,0
-0.1,-0.125,5,0
-0.1,-0.1,6,0
-0.1,-0.075,4,0
-0.1,-0.05,6,0
-0.1,-0.025,5,0
-0.1,-6.93889e-18,5,0
-0.1,0.025,5,1
-0.1,0.05,4,0
-0.1,0.075,8,2
-0.1,0.1,5,1
-0.1,0.125,6,1
-0.1,0.15,6,0
-0.1,0.175,5,0
-0.075,-0.325,4,0
-0.075,-0.3,7,0
-0.075,-0.275,4,0
-0.075,-0.25,6,0
-0.075,-0.225,4,0
-0.075,-0.2,5,0
-0.075,-0.175,6,0
-0.075,-0.15,6,0
-0.075,-0.125,5,0
-0.075,-0.1,5,0
-0.075,-0.075,6,0
-0.075,-0.05,4,0
-0.075,-0.025,7,0
-0.075,-6.93889e-18,5,0
-0.075,0.025,7,0
-0.075,0.05,6,1
-0.075,0.075,5,0
-0.075,0.1,6,0
-0.075,0.125,7,1
-0.075,0.15,8,2
-0.075,0.175,6,0
-0.05,-0.325,6,0
-0.05,-0.3,5,0
-0.05,-0.275,4,0
-0.05,-0.25,4,0
-0.05,-0.225,6,0
-0.05,-0.2,5,0
-0.05,-0.175,5,0
-0.05,-0.15,5,0
-0.05,-0.125,4,0
-0.05,-0.1,4,0
-0.05,-0.075,4,0
-0.05,-0.05,6,0
-0.05,-0.025,6,0
-0.05,-6.93889e-18,5,0
-0.05,0.025,7,0
-0.05,0.05,7,2
-0.05,0.075,5,1
-0.05,0.1,7,1
-0.05,0.125,5,0
-0.05,0.15,7,1
-0.05,0.175,8,2
-0.025,-0.325,4,0
-0.025,-0.3,4,0
-0.025,-0.275,5,0
-0.025,-0.25,5,0
-0.025,-0.225,6,0
-0.025,-0.2,8,0
-0.025,-0.175,5,0
-0.025,-0.15,4,0
-0.025,-0.125,6,0
-0.025,-0.1,7,0
-0.025,-0.075,5,0
-0.025,-0.05,5,0
-0.025,-0.025,5,0
-0.025,-6.93889e-18,6,0
-0.025,0.025,8,0
-0.025,0.05,7,1
-0.025,0.075,6,2
-0.025,0.1,5,0
-0.025,0.125,8,2
-0.025,0.15,8,2
-0.025,0.175,7,2
-6.93889e-18,-0.325,6,0
-6.93889e-18,-0.3,4,0
-6.93889e-18,-0.275,4,0
-6.93889e-18,-0.25,4,0
-6.93889e-18,-0.225,8,0
-6.93889e-18,-0.2,4,0
-6.93889e-18,-0.175,6,0
-6.93889e-18,-0.15,8,0
-6.93889e-18,-0.125,4,0
-6.93889e-18,-0.1,4,0
-6.93889e-18,-0.075,7,0
-6.93889e-18,-0.05,6,0
-6.93889e-18,-0.025,5,1
-6.93889e-18,-6.93889e-18,8,2
-6.93889e-18,0.025,8,2
-6.93889e-18,0.05,7,2
-6.93889e-18,0.075,6,0
-6.93889e-18,0.1,7,2
-6.93889e-18,0.125,6,2
-6.93889e-18,0.15,8,2
-6.93889e-18,0.175,7,1
0.025,-0.325,6,0
0.025,-0.3,5,0
0.025,-0.275,8,0
0.025,-0.25,6,0
0.025,-0.225,5,0
0.025,-0.2,5,0
0.025,-0.175,5,0
0.025,-0.15,5,0
0.025,-0.125,6,0
0.025,-0.1,6,0
0.025,-0.075,6,0
0.025,-0.05,7,0
0.025,-0.025,4,0
0.025,-6.93889e-18,7,0
0.025,0.025,8,0
0.025,0.05,7,1
0.025,0.075,6,1
0.025,0.1,6,1
0.025,0.125,8,2
0.025,0.15,8,2
0.025,0.175,7,1
0.05,-0.325,5,0
0.05,-0.3,4,0
0.05,-0.275,5,0
0.05,-0.25,6,0
0.05,-0.225,8,0
0.05,-0.2,6,0
0.05,-0.175,5,0
0.05,-0.15,5,0
0.05,-0.125,6,0
0.05,-0.1,5,0
0.05,-0.075,7,0
0.05,-0.05,5,0
0.05,-0.025,6,0
0.05,-6.93889e-18,7,0
0.05,0.025,8,0
0.05,0.05,6,1
0.05,0.075,5,1
0.05,0.1,7,1
0.05,0.125,7,2
0.05,0.15,6,1
0.05,0.175,8,2
0.075,-0.325,6,0
0.075,-0.3,5,0
0.075,-0.275,5,0
0.075,-0.25,6,0
0.075,-0.225,7,0
0.075,-0.2,6,0
0.075,-0.175,5,0
0.075,-0.15,5,0
0.075,-0.125,4,0
0.075,-0.1,7,0
0.075,-0.075,7,0
0.075,-0.05,8,0
0.075,-0.025,5,0
0.075,-6.93889e-18,7,0
0.075,0.025,6,0
0.075,0.05,7,1
0.075,0.075,7,1
0.075,0.1,7,2
0.075,0.125,8,2
0.075,0.15,8,2
0.075,0.175,6,1
0.1,-0.325,7,2
0.1,-0.3,4,0
0.1,-0.275,6,1
0.1,-0.25,8,2
0.1,-0.225,5,0
0.1,-0.2,4,0
0.1,-0.175,6,0
0.1,-0.15,5,0
0.1,-0.125,4,0
0.1,-0.1,7,0
0.1,-0.075,6,0
0.1,-0.05,6,0
0.1,-0.025,8,0
0.1,-6.93889e-18,7,0
0.1,0.025,7,2
0.1,0.05,7,2
0.1,0.075,6,2
0.1,0.1,7,2
0.1,0.125,7,1
0.1,0.15,8,2
0.1,0.175,8,2
0.125,-0.325,5,1
0.125,-0.3,7,1
0.125,-0.275,7,2
0.125,-0.25,7,2
0.125,-0.225,8,2
0.125,-0.2,7,2
0.125,-0.175,4,0
0.125,-0.15,8,2
0.125,-0.125,7,2
0.125,-0.1,7,2
0.125,-0.075,7,2
0.125,-0.05,4,0
0.125,-0.025,7,2
0.125,-6.93889e-18,6,1
0.125,0.025,6,1
0.125,0.05,8,2
0.125,0.075,6,1
0.125,0.1,8,2
0.125,0.125,8,2
0.125,0.15,8,2
0.125,0.175,5,0
0.15,-0.325,8,2
0.15,-0.3,5,0
0.15,-0.275,6,1
0.15,-0.25,7,2
0.15,-0.225,7,2
0.15,-0.2,6,1
0.15,-0.175,5,1
0.15,-0.15,7,2
0.15,-0.125,8,2
0.15,-0.1,5,1
0.15,-0.075,6,1
0.15,-0.05,6,1
0.15,-0.025,7,1
0.15,-6.93889e-18,8,2
0.15,0.025,7,2
0.15,0.05,6,1
0.15,0.075,8,2
0.15,0.1,6,1
0.15,0.125,4,0
0.15,0.15,8,2
0.15,0.175,7,1
0.175,-0.325,5,0
0.175,-0.3,8,2
0.175,-0.275,6,1
0.175,-0.25,7,2
0.175,-0.225,6,1
0.175,-0.2,6,1
0.175,-0.175,8,2
0.175,-0.15,5,0
0.175,-0.125,5,1
0.175,-0.1,5,0
0.175,-0.075,6,2
0.175,-0.05,6,1
0.175,-0.025,7,2
0.175,-6.93889e-18,8,2
0.175,0.025,8,2
0.175,0.05,7,2
0.175,0.075,6,1
0.175,0.1,5,0
0.175,0.125,5,0
0.175,0.15,7,1
0.175,0.175,4,0
0.2,-0.325,6,3
0.2,-0.3,7,3
0.2,-0.275,6,2
0.2,-0.25,8,3
0.2,-0.225,7,3
0.2,-0.2,7,3
0.2,-0.175,5,1
0.2,-0.15,5,1
0.2,-0.125,7,2
0.2,-0.1,7,3
0.2,-0.075,8,3
0.2,-0.05,7,3
0.2,-0.025,8,3
0.2,-6.93889e-18,6,3
0.2,0.025,6,2
0.2,0.05,6,2
0.2,0.075,4,0
0.2,0.1,6,1
0.2,0.125,8,2
0.2,0.15,6,1
0.2,0.175,8,2
0.225,-0.325,6,3
0.225,-0.3,6,3
0.225,-0.275,6,3
0.225,-0.25,7,3
0.225,-0.225,8,3
0.225,-0.2,6,3
0.225,-0.175,8,3
0.225,-0.15,8,3
0.225,-0.125,6,2
0.225,-0.1,6,1
0.225,-0.075,8,3
0.225,-0.05,7,3
0.225,-0.025,5,2
0.225,-6.93889e-18,6,2
0.225,0.025,6,2
0.225,0.05,7,2
0.225,0.075,7,2
0.225,0.1,6,1
0.225,0.125,6,1
0.225,0.15,8,2
0.225,0.175,8,2
0.25,-0.325,5,2
0.25,-0.3,7,3
0.25,-0.275,5,2
0.25,-0.25,6,2
0.25,-0.225,8,3
0.25,-0.2,7,3
0.25,-0.175,7,2
0.25,-0.15,6,2
0.25,-0.125,4,1
0.25,-0.1,7,2
0.25,-0.075,7,2
0.25,-0.05,6,2
0.25,-0.025,8,3
0.25,-6.93889e-18,4,1
0.25,0.025,8,3
0.25,0.05,6,1
0.25,0.075,5,2
0.25,0.1,7,1
0.25,0.125,8,2
0.25,0.15,7,1
0.25,0.175,6,1
0.275,-0.325,7,3
0.275,-0.3,8,3
0.275,-0.275,7,2
0.275,-0.25,8,3
0.275,-0.225,6,2
0.275,-0.2,7,2
0.275,-0.175,8,3
0.275,-0.15,8,3
0.275,-0.125,4,1
0.275,-0.1,8,3
0.275,-0.075,8,4
0.275,-0.05,5,2
0.275,-0.025,7,4
0.275,-6.93889e-18,4,1
0.275,0.025,8,3
0.275,0.05,5,1
0.275,0.075,7,2
0.275,0.1,8,3
0.275,0.125,7,1
0.275,0.15,6,1
0.275,0.175,6,1
0.3,-0.325,6,2
0.3,-0.3,7,3
0.3,-0.275,7,2
0.3,-0.25,6,2
0.3,-0.225,7,3
0.3,-0.2,7,4
0.3,-0.175,8,4
0.3,-0.15,8,4
0.3,-0.125,7,4
0.3,-0.1,7,3
0.3,-0.075,6,3
0.3,-0.05,6,3
0.3,-0.025,7,3
0.3,-6.93889e-18,7,2
0.3,0.025,6,2
0.3,0.05,7,2
0.3,0.075,8,3
0.3,0.1,7,2
0.3,0.125,6,2
0.3,0.15,8,3
0.3,0.175,8,3
