1.571;-1.61;-1.492;-1.571;1.492;-0.079;
1.84485;-1.80752;-1.03795;-1.85822;1.50459;0.178321;
1.919;-1.83638;-1.0541;-1.82152;1.508;0.248;
1.91089;-1.84135;-1.30374;-1.58239;1.51371;0.202312;
1.87602;-2.01494;-1.51776;-1.26136;1.53828;0.00573232;
1.91831;-1.80443;-1.25823;-1.65066;1.50849;0.244116;
1.50432;-1.75757;-1.4152;-1.51503;1.50627;-0.0216821;
0.465193;-1.64873;-1.81916;-1.15927;1.50194;-0.697467;
-0.000586485;-1.59982;-2.00018;-1.00006;1.5;-0.998274;
-0.198295;-1.54051;-2.06135;-1.0189;1.50031;-0.416269;
-0.542161;-1.43735;-2.16773;-1.05167;1.50085;0.595985;
