1.571;-1.61;-1.492;-1.571;1.492;-0.079;
1.5884;-1.62255;-1.46315;-1.58925;1.4928;-0.06265;
1.6058;-1.6351;-1.4343;-1.6075;1.4936;-0.0463;
1.6232;-1.64765;-1.40545;-1.62575;1.4944;-0.02995;
1.6406;-1.6602;-1.3766;-1.644;1.4952;-0.0136;
1.658;-1.67275;-1.34775;-1.66225;1.496;0.00275;
1.6754;-1.6853;-1.3189;-1.6805;1.4968;0.0191;
1.6928;-1.69785;-1.29005;-1.69875;1.4976;0.03545;
1.7102;-1.7104;-1.2612;-1.717;1.4984;0.0518;
1.7276;-1.72295;-1.23235;-1.73525;1.4992;0.06815;
1.745;-1.7355;-1.2035;-1.7535;1.5;0.0845;
1.7624;-1.74805;-1.17465;-1.77175;1.5008;0.10085;
1.7798;-1.7606;-1.1458;-1.79;1.5016;0.1172;
1.7972;-1.77315;-1.11695;-1.80825;1.5024;0.13355;
1.8146;-1.7857;-1.0881;-1.8265;1.5032;0.1499;
1.832;-1.79825;-1.05925;-1.84475;1.504;0.16625;
1.8494;-1.8108;-1.0304;-1.863;1.5048;0.1826;
1.8668;-1.82335;-1.00155;-1.88125;1.5056;0.19895;
1.8842;-1.8359;-0.9727;-1.8995;1.5064;0.2153;
1.9016;-1.84845;-0.94385;-1.91775;1.5072;0.23165;
1.919;-1.861;-0.915;-1.936;1.508;0.248;
1.919;-1.858;-0.93195;-1.92205;1.508;0.248;
1.919;-1.855;-0.9489;-1.9081;1.508;0.248;
1.919;-1.852;-0.96585;-1.89415;1.508;0.248;
1.919;-1.849;-0.9828;-1.8802;1.508;0.248;
1.919;-1.846;-0.99975;-1.86625;1.508;0.248;
1.919;-1.843;-1.0167;-1.8523;1.508;0.248;
1.919;-1.84;-1.03365;-1.83835;1.508;0.248;
1.919;-1.837;-1.0506;-1.8244;1.508;0.248;
1.919;-1.834;-1.06755;-1.81045;1.508;0.248;
1.919;-1.831;-1.0845;-1.7965;1.508;0.248;
1.919;-1.828;-1.10145;-1.78255;1.508;0.248;
1.919;-1.825;-1.1184;-1.7686;1.508;0.248;
1.919;-1.822;-1.13535;-1.75465;1.508;0.248;
1.919;-1.819;-1.1523;-1.7407;1.508;0.248;
1.919;-1.816;-1.16925;-1.72675;1.508;0.248;
1.919;-1.813;-1.1862;-1.7128;1.508;0.248;
1.919;-1.81;-1.20315;-1.69885;1.508;0.248;
1.919;-1.807;-1.2201;-1.6849;1.508;0.248;
1.919;-1.804;-1.23705;-1.67095;1.508;0.248;
1.919;-1.801;-1.254;-1.657;1.508;0.248;
1.9155;-1.80685;-1.26295;-1.64075;1.51185;0.25515;
1.912;-1.8127;-1.2719;-1.6245;1.5157;0.2623;
1.9085;-1.81855;-1.28085;-1.60825;1.51955;0.26945;
1.905;-1.8244;-1.2898;-1.592;1.5234;0.2766;
1.9015;-1.83025;-1.29875;-1.57575;1.52725;0.28375;
1.898;-1.8361;-1.3077;-1.5595;1.5311;0.2909;
1.8945;-1.84195;-1.31665;-1.54325;1.53495;0.29805;
1.891;-1.8478;-1.3256;-1.527;1.5388;0.3052;
1.8875;-1.85365;-1.33455;-1.51075;1.54265;0.31235;
1.884;-1.8595;-1.3435;-1.4945;1.5465;0.3195;
1.8805;-1.86535;-1.35245;-1.47825;1.55035;0.32665;
1.877;-1.8712;-1.3614;-1.462;1.5542;0.3338;
1.8735;-1.87705;-1.37035;-1.44575;1.55805;0.34095;
1.87;-1.8829;-1.3793;-1.4295;1.5619;0.3481;
1.8665;-1.88875;-1.38825;-1.41325;1.56575;0.35525;
1.863;-1.8946;-1.3972;-1.397;1.5696;0.3624;
1.8595;-1.90045;-1.40615;-1.38075;1.57345;0.36955;
1.856;-1.9063;-1.4151;-1.3645;1.5773;0.3767;
1.8525;-1.91215;-1.42405;-1.34825;1.58115;0.38385;
1.849;-1.918;-1.433;-1.332;1.585;0.391;
1.8525;-1.91215;-1.42405;-1.34825;1.58115;0.38385;
1.856;-1.9063;-1.4151;-1.3645;1.5773;0.3767;
1.8595;-1.90045;-1.40615;-1.38075;1.57345;0.36955;
1.863;-1.8946;-1.3972;-1.397;1.5696;0.3624;
1.8665;-1.88875;-1.38825;-1.41325;1.56575;0.35525;
1.87;-1.8829;-1.3793;-1.4295;1.5619;0.3481;
1.8735;-1.87705;-1.37035;-1.44575;1.55805;0.34095;
1.877;-1.8712;-1.3614;-1.462;1.5542;0.3338;
1.8805;-1.86535;-1.35245;-1.47825;1.55035;0.32665;
1.884;-1.8595;-1.3435;-1.4945;1.5465;0.3195;
1.8875;-1.85365;-1.33455;-1.51075;1.54265;0.31235;
1.891;-1.8478;-1.3256;-1.527;1.5388;0.3052;
1.8945;-1.84195;-1.31665;-1.54325;1.53495;0.29805;
1.898;-1.8361;-1.3077;-1.5595;1.5311;0.2909;
1.9015;-1.83025;-1.29875;-1.57575;1.52725;0.28375;
1.905;-1.8244;-1.2898;-1.592;1.5234;0.2766;
1.9085;-1.81855;-1.28085;-1.60825;1.51955;0.26945;
1.912;-1.8127;-1.2719;-1.6245;1.5157;0.2623;
1.9155;-1.80685;-1.26295;-1.64075;1.51185;0.25515;
1.919;-1.801;-1.254;-1.657;1.508;0.248;
1.82305;-1.79095;-1.2913;-1.62415;1.5076;0.1856;
1.7271;-1.7809;-1.3286;-1.5913;1.5072;0.1232;
1.63115;-1.77085;-1.3659;-1.55845;1.5068;0.0608;
1.5352;-1.7608;-1.4032;-1.5256;1.5064;-0.0016;
1.43925;-1.75075;-1.4405;-1.49275;1.506;-0.064;
1.3433;-1.7407;-1.4778;-1.4599;1.5056;-0.1264;
1.24735;-1.73065;-1.5151;-1.42705;1.5052;-0.1888;
1.1514;-1.7206;-1.5524;-1.3942;1.5048;-0.2512;
1.05545;-1.71055;-1.5897;-1.36135;1.5044;-0.3136;
0.9595;-1.7005;-1.627;-1.3285;1.504;-0.376;
0.86355;-1.69045;-1.6643;-1.29565;1.5036;-0.4384;
0.7676;-1.6804;-1.7016;-1.2628;1.5032;-0.5008;
0.67165;-1.67035;-1.7389;-1.22995;1.5028;-0.5632;
0.5757;-1.6603;-1.7762;-1.1971;1.5024;-0.6256;
0.47975;-1.65025;-1.8135;-1.16425;1.502;-0.688;
0.3838;-1.6402;-1.8508;-1.1314;1.5016;-0.7504;
0.28785;-1.63015;-1.8881;-1.09855;1.5012;-0.8128;
0.1919;-1.6201;-1.9254;-1.0657;1.5008;-0.8752;
0.09595;-1.61005;-1.9627;-1.03285;1.5004;-0.9376;
0;-1.6;-2;-1;1.5;-1;
-0.032;-1.5904;-2.0099;-1.00305;1.50005;-0.9058;
-0.064;-1.5808;-2.0198;-1.0061;1.5001;-0.8116;
-0.096;-1.5712;-2.0297;-1.00915;1.50015;-0.7174;
-0.128;-1.5616;-2.0396;-1.0122;1.5002;-0.6232;
-0.16;-1.552;-2.0495;-1.01525;1.50025;-0.529;
-0.192;-1.5424;-2.0594;-1.0183;1.5003;-0.4348;
-0.224;-1.5328;-2.0693;-1.02135;1.50035;-0.3406;
-0.256;-1.5232;-2.0792;-1.0244;1.5004;-0.2464;
-0.288;-1.5136;-2.0891;-1.02745;1.50045;-0.1522;
-0.32;-1.504;-2.099;-1.0305;1.5005;-0.058;
-0.352;-1.4944;-2.1089;-1.03355;1.50055;0.0362;
-0.384;-1.4848;-2.1188;-1.0366;1.5006;0.1304;
-0.416;-1.4752;-2.1287;-1.03965;1.50065;0.2246;
-0.448;-1.4656;-2.1386;-1.0427;1.5007;0.3188;
-0.48;-1.456;-2.1485;-1.04575;1.50075;0.413;
-0.512;-1.4464;-2.1584;-1.0488;1.5008;0.5072;
-0.544;-1.4368;-2.1683;-1.05185;1.50085;0.6014;
-0.576;-1.4272;-2.1782;-1.0549;1.5009;0.6956;
-0.608;-1.4176;-2.1881;-1.05795;1.50095;0.7898;
